,RECEITA,CATEGORIA,DESCRICAO_CATEGORIA,ORIGEM,DESCRICAO_ORIGEM,ESPECIE,DESCRICAO_ESPECIE,EXERCICIO,DT_APROPRIACAO,TP_RECEITA_ORC,EMPRESA,NM_EMPRESA,VL_RECEITA,"DS_FONTE,,,"
19836,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-08,Orçamentária,1,Prefeitura Municipal de Curitiba,12577071.88,"Recursos Ordinários (Livres),,"
19837,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-08,Orçamentária,1,Prefeitura Municipal de Curitiba,5240446.62,"5% Sobre Transferências Constitucionais FUNDEB,,"
19838,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-08,Orçamentária,1,Prefeitura Municipal de Curitiba,3144267.97,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
19970,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-06,Orçamentária,1,Prefeitura Municipal de Curitiba,-202661.54,"5% Sobre Transferências Constitucionais FUNDEB,,"
19971,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-05,Orçamentária,1,Prefeitura Municipal de Curitiba,-138834.97,"5% Sobre Transferências Constitucionais FUNDEB,,"
19978,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-08,Orçamentária,1,Prefeitura Municipal de Curitiba,-219251.42,"5% Sobre Transferências Constitucionais FUNDEB,,"
20001,1721500102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-06,Orçamentária,1,Prefeitura Municipal de Curitiba,-1017960.21,"5% Sobre Transferências Constitucionais FUNDEB,,"
20335,1112500101010000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-12,Orçamentária,1,Prefeitura Municipal de Curitiba,3444623.65,"Recursos Ordinários (Livres),"
21015,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-07,Orçamentária,1,Prefeitura Municipal de Curitiba,2151337.1,"FUNDEB 60%,,"
24667,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-14,Orçamentária,1,Prefeitura Municipal de Curitiba,3208303.6,"Saúde - Receitas Vinculadas (EC 29/00 - 15%),,"
25539,1721500102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-27,Orçamentária,1,Prefeitura Municipal de Curitiba,-2893124.85,"5% Sobre Transferências Constitucionais FUNDEB,,"
25724,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-19,Orçamentária,1,Prefeitura Municipal de Curitiba,-208035.61,"5% Sobre Transferências Constitucionais FUNDEB,,"
25729,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-15,Orçamentária,1,Prefeitura Municipal de Curitiba,-170966.75,"5% Sobre Transferências Constitucionais FUNDEB,,"
25916,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-14751.34,"Retenções em Carater Consignatório,,"
25917,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-15325.66,"Retenções em Carater Consignatório,,"
25918,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-17438.73,"Retenções em Carater Consignatório,,"
25919,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-17847.41,"Retenções em Carater Consignatório,,"
25920,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-29594.13,"Retenções em Carater Consignatório,,"
25921,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-16999.06,"Retenções em Carater Consignatório,,"
25922,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-17386.68,"Retenções em Carater Consignatório,,"
25923,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-17405.19,"Retenções em Carater Consignatório,,"
25924,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-17406.4,"Retenções em Carater Consignatório,,"
25925,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-17452.04,"Retenções em Carater Consignatório,,"
25926,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-17520.08,"Retenções em Carater Consignatório,,"
25927,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-16128.19,"Retenções em Carater Consignatório,,"
25928,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-16294.05,"Retenções em Carater Consignatório,,"
25939,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-12,Orçamentária,12,Fundo Municipal da Saúde,8374740.98,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
25940,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-12,Orçamentária,12,Fundo Municipal da Saúde,8957246.95,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
26022,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-16324.86,"Retenções em Carater Consignatório,,"
26023,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-16460.85,"Retenções em Carater Consignatório,,"
26024,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-16395.35,"Retenções em Carater Consignatório,,"
26025,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-16392.16,"Retenções em Carater Consignatório,,"
26026,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-16370.62,"Retenções em Carater Consignatório,,"
26027,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-27175.05,"Retenções em Carater Consignatório,,"
26028,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-25041.68,"Retenções em Carater Consignatório,,"
26030,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-573.36,"Retenções em Carater Consignatório,,"
26031,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-577.54,"Retenções em Carater Consignatório,,"
26032,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-584.98,"Retenções em Carater Consignatório,,"
26033,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-586.34,"Retenções em Carater Consignatório,,"
26034,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-677.07,"Retenções em Carater Consignatório,,"
26220,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-25,Orçamentária,12,Fundo Municipal da Saúde,2588326.83,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
26224,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-25,Orçamentária,12,Fundo Municipal da Saúde,6039589.91,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
26353,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-713.96,"Retenções em Carater Consignatório,,"
26354,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-716.63,"Retenções em Carater Consignatório,,"
26355,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-716.99,"Retenções em Carater Consignatório,,"
26356,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-717.44,"Retenções em Carater Consignatório,,"
26357,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-718.6,"Retenções em Carater Consignatório,,"
26358,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-721.9,"Retenções em Carater Consignatório,,"
26359,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-712.64,"Retenções em Carater Consignatório,,"
26360,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-716.11,"Retenções em Carater Consignatório,,"
26361,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-708.95,"Retenções em Carater Consignatório,,"
26362,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-716.57,"Retenções em Carater Consignatório,,"
26363,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-719.86,"Retenções em Carater Consignatório,,"
26364,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-717.73,"Retenções em Carater Consignatório,,"
26365,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-717.01,"Retenções em Carater Consignatório,,"
26459,1711511101000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,2214791.65,"Recursos Ordinários (Livres),,"
26510,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-716.44,"Retenções em Carater Consignatório,,"
26511,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-721.63,"Retenções em Carater Consignatório,,"
26512,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-761.34,"Retenções em Carater Consignatório,,"
26514,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1101.7,"Retenções em Carater Consignatório,,"
26515,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1109.7,"Retenções em Carater Consignatório,,"
26516,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1119.13,"Retenções em Carater Consignatório,,"
26517,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1124.06,"Retenções em Carater Consignatório,,"
26518,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1126.66,"Retenções em Carater Consignatório,,"
26519,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1109.28,"Retenções em Carater Consignatório,,"
26520,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1113.47,"Retenções em Carater Consignatório,,"
26521,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1113.99,"Retenções em Carater Consignatório,,"
26916,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-08-18,Orçamentária,1,Prefeitura Municipal de Curitiba,12938726.6,"FUNDEB 60%,,"
26917,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-08-18,Orçamentária,1,Prefeitura Municipal de Curitiba,8625817.73,"FUNDEB 40%,,"
26950,1721500101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-10,Orçamentária,1,Prefeitura Municipal de Curitiba,4053098.3,"Recursos Ordinários (Livres),,"
26953,1721500101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-06,Orçamentária,1,Prefeitura Municipal de Curitiba,3053880.66,"Recursos Ordinários (Livres),,"
26986,1721500101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-27,Orçamentária,1,Prefeitura Municipal de Curitiba,8679374.56,"Recursos Ordinários (Livres),,"
26987,1721500101000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-27,Orçamentária,1,Prefeitura Municipal de Curitiba,3616406.07,"5% Sobre Transferências Constitucionais FUNDEB,,"
27188,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1114.71,"Retenções em Carater Consignatório,,"
27189,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1116.49,"Retenções em Carater Consignatório,,"
27190,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1121.63,"Retenções em Carater Consignatório,,"
27191,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1107.24,"Retenções em Carater Consignatório,,"
27192,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1112.63,"Retenções em Carater Consignatório,,"
27193,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1101.51,"Retenções em Carater Consignatório,,"
27194,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1113.37,"Retenções em Carater Consignatório,,"
27195,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1118.44,"Retenções em Carater Consignatório,,"
27196,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1115.16,"Retenções em Carater Consignatório,,"
27197,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1114.04,"Retenções em Carater Consignatório,,"
27198,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1113.13,"Retenções em Carater Consignatório,,"
27232,1711511102000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,-738263.87,"5% Sobre Transferências Constitucionais FUNDEB,,"
27238,1113031101030000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-27,Orçamentária,1,Prefeitura Municipal de Curitiba,2125938.16,"Recursos Ordinários (Livres),"
27247,1113031101030000000000,1,Receitas Correntes,1,"Impostos,Taxas e Contribuições de Melhoria",1,IMPOSTOS,2022,2022-07-27,Orçamentária,1,Prefeitura Municipal de Curitiba,3685244.19,"Recursos Ordinários (Livres),"
27266,7215021101000000000000,7,RECEITAS CORRENTES INTRAORÇAMENTÁRIAS,2,RECEITAS DE CONTRIBUIÇÕES INTRAORÇAMENTÁRIAS,1,CONTRIBUIÇÕES SOCIAIS,2022,2022-07-27,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,9663776.74,"Regime Próprio de Previdência Social - RPPS,,"
27267,7215021101000000000000,7,RECEITAS CORRENTES INTRAORÇAMENTÁRIAS,2,RECEITAS DE CONTRIBUIÇÕES INTRAORÇAMENTÁRIAS,1,CONTRIBUIÇÕES SOCIAIS,2022,2022-07-27,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,9160555.64,"Regime Próprio de Previdência Social - RPPS,,"
27268,7215021101000000000000,7,RECEITAS CORRENTES INTRAORÇAMENTÁRIAS,2,RECEITAS DE CONTRIBUIÇÕES INTRAORÇAMENTÁRIAS,1,CONTRIBUIÇÕES SOCIAIS,2022,2022-07-27,Orçamentária,6,Instituto de Previdência dos Servid. Mun. Curitiba,16994948.07,"Regime Próprio de Previdência Social - RPPS,,"
27289,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1121.21,"Retenções em Carater Consignatório,,"
27290,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-1115.75,"Retenções em Carater Consignatório,,"
27292,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-560.61,"Retenções em Carater Consignatório,,"
27293,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-563.95,"Retenções em Carater Consignatório,,"
27294,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-565.1,"Retenções em Carater Consignatório,,"
27295,1321010111060100000000,1,Receitas Correntes,3,Receita Patrimonial,2,VALORES MOBILIÁRIOS,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-567.46,"Retenções em Carater Consignatório,,"
27325,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-12,Orçamentária,12,Fundo Municipal da Saúde,8730060.32,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
27331,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-12,Orçamentária,12,Fundo Municipal da Saúde,8793574.26,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
27332,1713502101020000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-12,Orçamentária,12,Fundo Municipal da Saúde,9301942.8,"Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,,"
28432,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-22,Orçamentária,1,Prefeitura Municipal de Curitiba,-156762.36,"5% Sobre Transferências Constitucionais FUNDEB,,"
28436,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-25,Orçamentária,1,Prefeitura Municipal de Curitiba,-172730.32,"5% Sobre Transferências Constitucionais FUNDEB,,"
28437,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-28,Orçamentária,1,Prefeitura Municipal de Curitiba,-140628.5,"5% Sobre Transferências Constitucionais FUNDEB,,"
28438,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-29,Orçamentária,1,Prefeitura Municipal de Curitiba,-200863.7,"5% Sobre Transferências Constitucionais FUNDEB,,"
28439,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-08-18,Orçamentária,1,Prefeitura Municipal de Curitiba,-134236.01,"5% Sobre Transferências Constitucionais FUNDEB,,"
28443,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-27,Orçamentária,1,Prefeitura Municipal de Curitiba,-168145.1,"5% Sobre Transferências Constitucionais FUNDEB,,"
28447,1721510102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,-192206.84,"5% Sobre Transferências Constitucionais FUNDEB,,"
28448,1721520102000000000000,1,Receitas Correntes,7,Transferências Correntes,2,TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,-39618.49,"5% Sobre Transferências Constitucionais FUNDEB,,"
28468,1713501106000000000000,1,Receitas Correntes,7,Transferências Correntes,1,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,2022,2022-08-16,Orçamentária,12,Fundo Municipal da Saúde,5994672.6,"Atenção Básica,,"
29755,1751500101000000000000,1,Receitas Correntes,7,Transferências Correntes,5,TRANSFERÊNCIAS DE OUTRAS INSTITUIÇÕES PÚBLICAS,2022,2022-07-21,Orçamentária,1,Prefeitura Municipal de Curitiba,12361675.4,"FUNDEB 60%,,"
